date,state,expected_cases,population,incidence_per_100k
2020-04-02,Baden-Württemberg,715.6400000000001,11103043.0,6.445440227512405
2020-04-02,Bayern,1021.35,13140183.0,7.772722799979269
2020-04-02,Hessen,179.696,6293154.0,2.855420350431596
2020-04-02,Niedersachsen,234.174,8003421.0,2.925923801834241
2020-04-02,Nordrhein-Westfalen,783.905,17925570.0,4.373110590067708
2020-04-02,Rheinland-Pfalz,123.7673,4098391.0,3.019899760662172
2020-04-03,Baden-Württemberg,720.313,11103043.0,6.487527788553102
2020-04-03,Bayern,1002.075,13140183.0,7.62603534516985
2020-04-03,Hessen,170.835,6293154.0,2.7146165499843162
2020-04-03,Niedersachsen,230.64700000000002,8003421.0,2.881855146692896
2020-04-03,Nordrhein-Westfalen,800.987,17925570.0,4.46840463092666
2020-04-03,Rheinland-Pfalz,124.48400000000001,4098391.0,3.037387111185829
2020-04-04,Baden-Württemberg,575.738,11103043.0,5.185407279788073
2020-04-04,Bayern,838.66,13140183.0,6.382407307417256
2020-04-04,Hessen,143.1747,6293154.0,2.2750865464280707
2020-04-04,Niedersachsen,191.32299999999998,8003421.0,2.3905152559136895
2020-04-04,Nordrhein-Westfalen,626.383,17925570.0,3.4943547122908787
2020-04-04,Rheinland-Pfalz,85.95870000000001,4098391.0,2.0973767510225354
2020-04-05,Baden-Württemberg,481.192,11103043.0,4.333874956622252
2020-04-05,Bayern,717.092,13140183.0,5.457245154043897
2020-04-05,Hessen,140.7997,6293154.0,2.2373471235568045
2020-04-05,Niedersachsen,200.8,8003421.0,2.5089271200402927
2020-04-05,Nordrhein-Westfalen,573.722,17925570.0,3.2005788379393234
2020-04-05,Rheinland-Pfalz,99.0913,4098391.0,2.4178098185361034
2020-04-06,Baden-Württemberg,638.5930000000001,11103043.0,5.751513346386212
2020-04-06,Bayern,845.04,13140183.0,6.430960664703072
2020-04-06,Hessen,186.087,6293154.0,2.956975151092759
2020-04-06,Niedersachsen,213.417,8003421.0,2.666572207059956
2020-04-06,Nordrhein-Westfalen,706.732,17925570.0,3.942591504761076
2020-04-06,Rheinland-Pfalz,105.5997,4098391.0,2.5766136027528854
2020-04-07,Baden-Württemberg,561.778,11103043.0,5.059675982521188
2020-04-07,Bayern,803.0,13140183.0,6.111026003214719
2020-04-07,Hessen,175.892,6293154.0,2.7949737127043135
2020-04-07,Niedersachsen,207.892,8003421.0,2.597539227287931
2020-04-07,Nordrhein-Westfalen,635.342,17925570.0,3.544333597202209
2020-04-07,Rheinland-Pfalz,102.48400000000001,4098391.0,2.500591085623602
2020-04-08,Baden-Württemberg,557.197,11103043.0,5.018417023153022
2020-04-08,Bayern,749.935,13140183.0,5.707188400648606
2020-04-08,Hessen,148.683,6293154.0,2.362614994007774
2020-04-08,Niedersachsen,190.66699999999997,8003421.0,2.3823187609398526
2020-04-08,Nordrhein-Westfalen,610.632,17925570.0,3.4064858188609897
2020-04-08,Rheinland-Pfalz,91.95830000000001,4098391.0,2.2437659071572233
2020-04-09,Baden-Württemberg,515.66,11103043.0,4.644312374544528
2020-04-09,Bayern,714.068,13140183.0,5.434231775919711
2020-04-09,Hessen,150.4583,6293154.0,2.3908250139755043
2020-04-09,Niedersachsen,178.775,8003421.0,2.233732300225116
2020-04-09,Nordrhein-Westfalen,575.317,17925570.0,3.209476741883243
2020-04-09,Rheinland-Pfalz,90.3503,4098391.0,2.204530997652493
2020-04-10,Baden-Württemberg,494.038,11103043.0,4.449572968419559
2020-04-10,Bayern,623.268,13140183.0,4.743221612667038
2020-04-10,Hessen,124.90869999999998,6293154.0,1.984834631410577
2020-04-10,Niedersachsen,143.25830000000002,8003421.0,1.7899633169365952
2020-04-10,Nordrhein-Westfalen,463.86299999999994,17925570.0,2.5877168759487144
2020-04-10,Rheinland-Pfalz,85.8753,4098391.0,2.0953418060892677
2020-04-11,Baden-Württemberg,393.61199999999997,11103043.0,3.5450821905310104
2020-04-11,Bayern,550.1179999999999,13140183.0,4.186532257579669
2020-04-11,Hessen,118.842,6293154.0,1.8884330496282151
2020-04-11,Niedersachsen,125.60799999999999,8003421.0,1.5694288729781924
2020-04-11,Nordrhein-Westfalen,408.365,17925570.0,2.2781144476856245
2020-04-11,Rheinland-Pfalz,74.2423,4098391.0,1.8114987076635685
2020-04-12,Baden-Württemberg,379.105,11103043.0,3.414424315928525
2020-04-12,Bayern,485.85299999999995,13140183.0,3.6974599212202746
2020-04-12,Hessen,111.992,6293154.0,1.7795846089258265
2020-04-12,Niedersachsen,130.5,8003421.0,1.6305527348867441
2020-04-12,Nordrhein-Westfalen,431.96,17925570.0,2.409742061200843
2020-04-12,Rheinland-Pfalz,74.733,4098391.0,1.8234716990155404
2020-04-13,Baden-Württemberg,383.065,11103043.0,3.450090214007097
2020-04-13,Bayern,457.088,13140183.0,3.4785512500092275
2020-04-13,Hessen,112.5757,6293154.0,1.7888597672963351
2020-04-13,Niedersachsen,127.06700000000001,8003421.0,1.5876585775007963
2020-04-13,Nordrhein-Westfalen,422.597,17925570.0,2.3575094125319307
2020-04-13,Rheinland-Pfalz,62.55799999999999,4098391.0,1.5264038985055353
2020-04-14,Baden-Württemberg,371.422,11103043.0,3.3452270697321445
2020-04-14,Bayern,480.79999999999995,13140183.0,3.659005357840145
2020-04-14,Hessen,120.39099999999999,6293154.0,1.9130470984819377
2020-04-14,Niedersachsen,135.7833,8003421.0,1.6965657560685612
2020-04-14,Nordrhein-Westfalen,403.60699999999997,17925570.0,2.2515713586792496
2020-04-14,Rheinland-Pfalz,71.2173,4098391.0,1.737689254148762
2020-04-15,Baden-Württemberg,375.67,11103043.0,3.3834868513073397
2020-04-15,Bayern,482.722,13140183.0,3.6736322469786
2020-04-15,Hessen,119.46700000000001,6293154.0,1.898364476699601
2020-04-15,Niedersachsen,124.94999999999999,8003421.0,1.561207388690411
2020-04-15,Nordrhein-Westfalen,438.9,17925570.0,2.4484577059474257
2020-04-15,Rheinland-Pfalz,70.88329999999999,4098391.0,1.7295397144879536
2020-04-16,Baden-Württemberg,340.35699999999997,11103043.0,3.0654389071536516
2020-04-16,Bayern,443.40700000000004,13140183.0,3.3744355006319173
2020-04-16,Hessen,103.2167,6293154.0,1.640142605758575
2020-04-16,Niedersachsen,118.691,8003421.0,1.483003330700709
2020-04-16,Nordrhein-Westfalen,368.85,17925570.0,2.0576751534260835
2020-04-16,Rheinland-Pfalz,63.341300000000004,4098391.0,1.545516276997485
2020-04-17,Baden-Württemberg,324.047,11103043.0,2.918542241077514
2020-04-17,Bayern,383.652,13140183.0,2.919685365112495
2020-04-17,Hessen,122.07499999999999,6293154.0,1.9398063355830792
