date,Baden-Württemberg,Bayern,Hessen,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz
2020-09-12,0.5171615225,0.5197842850,0.4578145407,0.5292545496,0.4942434470,0.2815757861
2020-09-13,0.4649688954,0.5755879765,0.5836630840,0.5983609616,0.5461186949,0.2963199641
2020-09-14,0.6291157547,0.8946735956,0.9485506109,1.0990798915,1.0810270894,0.5250700061
2020-09-15,0.6816985403,0.7364524124,0.7833780103,1.2569816450,0.9006211132,0.4106075585
2020-09-16,0.4759506020,0.6446635592,0.7748168056,0.8140943438,0.9648282360,0.4586937682
2020-09-17,0.4433128816,0.5842816258,0.5866423261,0.9304630780,0.6991112144,0.3832616198
2020-09-18,0.3657165423,0.4705451471,0.7274228491,0.4813251594,0.8136630269,0.5319623792
2020-09-19,0.2658919617,0.2640330714,0.6269027132,0.4257593869,0.5838834924,0.1399384652
2020-09-20,0.3594722994,0.2475650398,0.9160651438,0.5387145158,0.7338501597,0.0718235994
2020-09-21,0.5755473018,0.5495555905,1.4118382936,1.1938884710,1.3583240035,0.7665202880
2020-09-22,0.6692061264,0.4719739424,1.3105718939,1.0768321099,1.3566577770,0.8520844225
2020-09-23,0.6439254463,0.4173745836,1.2633336916,0.8958298571,1.2024114647,1.0304820329
2020-09-24,0.6513101251,0.4338361970,1.0885310270,1.0193905335,1.2400516863,0.7670143923
2020-09-25,0.6086811292,0.3354191069,1.4531066801,1.2936435008,1.4588647796,0.6994431627
2020-09-26,0.4709082157,0.2646848388,1.3044937793,0.8641337672,1.1365600515,0.5294251369
2020-09-27,0.4501564088,0.2387637341,1.1242605553,1.0631413644,1.0618304476,0.9338356175
2020-09-28,0.7911315676,0.6213417248,1.9272690409,1.6074181431,1.6158946769,1.0390010867
2020-09-29,0.8270161937,0.5634979471,2.0731303001,1.5922090541,1.8288820086,1.2869284939
2020-09-30,0.9018170031,0.6366010039,2.0056999542,1.6126695359,1.7448227835,1.2960525900
2020-10-01,1.0479519647,0.6991656875,2.0523545460,1.7459867877,1.8789829740,1.5460134067
2020-10-02,1.2449434996,0.8335967967,2.3586417739,1.7381077162,2.0921731880,1.5164720887
2020-10-03,1.2143561386,0.8526657994,2.2078754134,1.9593846286,2.0789072316,1.7262112781
2020-10-04,1.3046471640,0.9103993972,2.4045254003,1.6888395296,2.0412672743,1.8415602547
2020-10-05,1.6456323102,1.3155218593,2.7942071294,2.6458861855,2.7636917141,2.1337770807
2020-10-06,1.6856376034,1.3801320982,3.0198123428,2.5611759063,2.7857829317,2.2908926674
2020-10-07,1.7657731061,1.3276031168,3.1833877042,2.5488486887,2.8875689765,2.4687256763
2020-10-08,1.7792986642,1.3818281418,3.1890284561,2.7996494417,2.8607451112,2.1341443023
2020-10-09,1.8814356128,1.5170515497,3.2884945989,3.0273259085,2.9758008235,2.5139099748
2020-10-10,1.9170293926,1.5655870949,3.2463843533,2.6402140645,2.9224352018,2.4478468066
2020-10-11,1.9025130083,1.6298834319,3.5047680096,2.6885748761,2.9693445289,2.4994194691
2020-10-12,2.2604091235,2.0560067688,4.2442550800,3.4337429869,3.6888404562,3.0201829369
2020-10-13,2.3115241952,2.2117371485,4.3054701273,3.3811351809,3.7774613582,3.3063634152
2020-10-14,2.4041202307,2.3211415961,4.4266597947,3.5528494100,3.9496737835,3.5244766108
2020-10-15,2.4642111604,2.3699543022,4.5573726847,3.6976667297,3.9986443953,3.5140335869
2020-10-16,2.6222991053,2.5249597861,4.7295707585,3.5559450142,4.2267326139,3.7804491779
2020-10-17,2.5969872171,2.5175990766,4.7641548817,3.4069908263,4.1657097597,3.7127207887
2020-10-18,2.7831057886,2.6646511401,4.9470231887,3.9461785475,4.4282072659,4.0177926702
2020-10-19,3.1542033016,3.0320738408,5.6701013922,4.6450915838,5.0952802899,4.4534597602
2020-10-20,3.2443413441,3.1641996785,5.7843168174,4.8344577346,5.2369382033,4.6286314577
2020-10-21,3.2668327794,3.2284646688,5.8293267152,4.9493214172,5.4011425572,4.8512056042
2020-10-22,3.2308595197,3.2305003802,5.7498972668,4.8610395656,5.3004421732,4.7103191446
2020-10-23,3.3405212129,3.2674867783,5.9371041075,5.1439167633,5.4053116696,4.7688926104
2020-10-24,3.2728059302,3.2252145772,5.8115392019,4.8208568777,5.2766589689,4.8306007907
2020-10-25,3.3139398319,3.3201899549,5.7063916068,4.9614320947,5.3728557321,4.8459806887
2020-10-26,3.5736440407,3.5643215731,6.1515727022,5.6213392494,5.8005644956,5.1413143163
2020-10-27,3.5581208984,3.5299986851,6.1016969679,5.3765257504,5.6865032004,5.1056918998
2020-10-28,3.5159119588,3.5244574429,5.9941797672,5.4642620933,5.6519895657,5.0269847577
2020-10-29,3.3953370232,3.4062830071,5.7328955594,5.2825356431,5.5040183899,4.8839215064
2020-10-30,3.4405902911,3.4958994791,5.8360500472,5.3900582752,5.4600751609,5.0001392727
2020-10-31,3.3474841997,3.3836040405,5.6063522558,5.0598025816,5.1695332243,4.9238280806
2020-11-01,3.4452836258,3.4970240236,5.7195505241,5.1694360107,5.2283796636,5.0369083706
