date,Baden-Württemberg,Bayern,Hessen,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz
2020-07-26,63.32500000,89.62500000,51.25000000,37.86700000,247.00500000,16.79167000
2020-07-27,75.14170000,112.33300000,68.60000000,62.42470000,351.10100000,21.50830000
2020-07-28,66.86700000,111.34130000,66.85870000,56.99130000,299.39200000,27.20900000
2020-07-29,60.17570000,104.09930000,63.73330000,49.10030000,308.17800000,25.31670000
2020-07-30,63.65070000,109.90000000,79.50800000,49.99170000,291.22500000,41.56630000
2020-07-31,64.20830000,107.64130000,65.11700000,59.73300000,298.35300000,30.32530000
2020-08-01,62.03400000,114.08400000,76.15830000,48.14200000,330.50000000,32.52460000
2020-08-02,66.90030000,113.98300000,107.00870000,60.59130000,332.26200000,42.86670000
2020-08-03,85.32470000,143.37800000,106.74170000,84.50000000,408.85200000,45.61600000
2020-08-04,87.54200000,132.18000000,121.59170000,63.11700000,378.45700000,42.65870000
2020-08-05,87.57530000,128.00870000,112.45000000,70.25070000,354.39000000,47.45800000
2020-08-06,106.32500000,122.88270000,102.11730000,65.65830000,371.37200000,51.22530000
2020-08-07,112.42500000,153.58000000,109.34970000,77.78270000,373.58300000,49.30030000
2020-08-08,104.36700000,166.19000000,107.05800000,56.68300000,349.06300000,46.70830000
2020-08-09,127.62530000,180.17300000,106.88400000,60.81730000,338.20900000,49.18300000
2020-08-10,174.59830000,259.49500000,138.91730000,94.09100000,442.02500000,60.49200000
2020-08-11,154.46500000,237.38000000,141.17430000,99.55900000,415.32000000,63.92500000
2020-08-12,175.97970000,242.09700000,151.83700000,94.14130000,403.82800000,64.05900000
2020-08-13,199.67630000,282.20200000,148.90000000,80.45770000,395.00700000,70.10900000
2020-08-14,187.72300000,278.06400000,139.23330000,90.55830000,377.50400000,57.98330000
2020-08-15,199.74530000,267.06000000,168.70000000,71.97470000,274.75500000,58.19170000
2020-08-16,219.17800000,264.11370000,139.26330000,75.02500000,242.15200000,64.60870000
2020-08-17,259.55800000,311.45700000,144.99230000,113.26670000,322.67000000,71.57530000
2020-08-18,246.75500000,325.19000000,159.24700000,102.98400000,343.66000000,61.56630000
2020-08-19,277.78200000,281.26200000,153.73000000,82.75830000,284.94300000,60.66670000
2020-08-20,230.41800000,259.31000000,119.06730000,79.35870000,244.78000000,51.77500000
2020-08-21,237.28600000,285.47100000,125.97500000,78.57530000,229.64200000,48.53330000
2020-08-22,232.42000000,274.59500000,89.69170000,77.10900000,235.77800000,48.35030000
2020-08-23,230.67000000,296.50630000,107.69170000,81.40830000,236.06700000,49.94960000
2020-08-24,283.69000000,339.06200000,129.06600000,110.87500000,280.78600000,61.51670000
2020-08-25,271.48000000,325.83500000,96.07470000,94.71730000,257.86200000,64.80800000
2020-08-26,241.72000000,279.36300000,94.65000000,78.23330000,230.81300000,57.01630000
2020-08-27,234.84500000,291.61000000,102.02570000,79.91670000,242.97900000,49.88300000
2020-08-28,212.26700000,266.85700000,100.95870000,77.44170000,236.63700000,51.21600000
2020-08-29,189.96400000,230.33870000,88.80070000,64.19100000,199.23900000,32.40030000
2020-08-30,195.90400000,260.30600000,94.45870000,67.01600000,190.72900000,37.89970000
2020-08-31,263.52300000,339.79500000,107.10800000,90.61700000,272.61500000,55.87470000
2020-09-01,280.80500000,418.51500000,102.30070000,112.19200000,257.10800000,53.59100000
2020-09-02,239.15500000,382.92300000,97.29970000,83.58400000,249.11400000,47.93370000
2020-09-03,225.56900000,335.87200000,96.35000000,83.85000000,245.82500000,60.23300000
2020-09-04,230.67000000,351.79000000,97.99200000,104.26700000,235.27800000,43.22530000
2020-09-05,210.75300000,316.63600000,90.49200000,78.69970000,230.65300000,43.16700000
2020-09-06,209.15500000,345.01200000,91.31700000,94.25800000,296.77000000,51.06660000
2020-09-07,264.81200000,409.50500000,114.23400000,118.01700000,369.35600000,65.97500000
2020-09-08,247.89500000,407.86800000,105.47500000,109.90800000,367.67200000,49.39160000
2020-09-09,244.62300000,395.14400000,111.60900000,126.58300000,357.54200000,54.44970000
2020-09-10,248.91400000,390.73000000,99.89100000,103.35000000,401.49200000,60.40870000
2020-09-11,233.25300000,396.61500000,114.14200000,127.12500000,401.02200000,48.72530000
2020-09-12,258.37600000,350.90500000,103.03300000,114.09100000,378.65900000,49.39200000
2020-09-13,246.39100000,368.46100000,111.95800000,119.45000000,391.12500000,49.99960000
2020-09-14,285.45700000,481.84700000,140.64200000,162.96200000,537.09200000,59.96700000
2020-09-15,298.85300000,422.72800000,127.11700000,178.56200000,484.10300000,54.85000000
2020-09-16,248.88000000,391.08000000,126.44100000,137.15000000,502.49700000,56.96730000
2020-09-17,241.53300000,371.25300000,112.17500000,147.34100000,429.53600000,53.66640000
2020-09-18,224.66200000,335.92700000,122.74200000,110.45900000,459.98000000,60.28370000
2020-09-19,204.14000000,278.01000000,115.13400000,106.33330000,400.37500000,43.75800000
2020-09-20,223.34000000,273.71300000,137.90800000,114.81600000,438.61200000,41.17500000
2020-09-21,272.26000000,360.19300000,183.93700000,172.21200000,626.91000000,71.67470000
2020-09-22,295.63000000,336.35500000,173.74800000,160.84100000,626.33800000,76.14170000
2020-09-23,289.18500000,320.27500000,169.14000000,144.25900000,575.10700000,86.03300000
2020-09-24,291.05700000,325.06400000,152.85500000,155.45000000,587.30000000,71.70000000
2020-09-25,280.37000000,297.17000000,188.21400000,182.32500000,662.18700000,68.29230000
2020-09-26,247.73500000,278.18100000,173.15000000,141.47500000,554.24000000,60.16700000
2020-09-27,243.06100000,271.43500000,156.08800000,159.54500000,531.25800000,80.57500000
2020-09-28,328.20100000,383.33100000,243.00800000,216.85500000,720.39800000,86.52570000
2020-09-29,338.27500000,364.60400000,262.15700000,215.08100000,805.84000000,101.73300000
2020-09-30,360.02300000,388.38800000,253.16000000,217.47000000,771.19000000,102.32600000
2020-10-01,405.59500000,409.64700000,259.35800000,233.51700000,827.09000000,119.56600000
2020-10-02,474.08100000,458.31300000,303.17800000,232.54500000,922.76000000,117.42500000
2020-10-03,462.88000000,465.56200000,280.91000000,261.02400000,916.55000000,133.26700000
2020-10-04,496.57800000,488.05700000,310.23700000,226.53500000,899.12000000,142.64500000
2020-10-05,642.68000000,671.64000000,375.94700000,366.97200000,1287.71000000,168.72400000
2020-10-06,661.97700000,705.58000000,419.15500000,352.29700000,1301.58000000,184.24500000
2020-10-07,702.13000000,677.88000000,453.12000000,350.20200000,1367.20000000,203.20300000
2020-10-08,709.11000000,706.49000000,454.33300000,394.89400000,1349.63000000,168.75900000
2020-10-09,763.79000000,782.32000000,476.19700000,439.47300000,1426.43000000,208.26900000
2020-10-10,783.69000000,811.18000000,466.83000000,365.97400000,1390.34000000,200.89700000
2020-10-11,775.52000000,850.82000000,526.97900000,374.55500000,1422.02000000,206.63300000
2020-10-12,1000.51000000,1159.16000000,739.59000000,529.70500000,1996.32000000,272.75000000
2020-10-13,1037.00000000,1294.57000000,760.30000000,517.19500000,2080.02000000,316.32500000
2020-10-14,1106.18000000,1398.11000000,802.89000000,559.00500000,2251.99000000,353.55700000
2020-10-15,1153.29000000,1446.70000000,851.30000000,596.53300000,2303.24000000,351.68900000
2020-10-16,1286.12000000,1611.47000000,919.23000000,559.78500000,2556.55000000,402.22900000
2020-10-17,1263.95000000,1603.27000000,933.47000000,523.31100000,2486.35000000,388.79500000
2020-10-18,1435.56000000,1774.65000000,1012.27000000,666.14000000,2801.72000000,452.70800000
2020-10-19,1844.30000000,2280.56000000,1389.83000000,902.73000000,3781.41000000,560.80200000
2020-10-20,1958.91000000,2493.63000000,1460.56000000,978.87000000,4027.77000000,610.66700000
2020-10-21,1988.54000000,2603.97000000,1489.37000000,1027.90000000,4332.58000000,680.03000000
2020-10-22,1941.35000000,2607.54000000,1438.89000000,990.02000000,4143.13000000,635.31300000
2020-10-23,2088.62000000,2673.22000000,1560.59000000,1116.20000000,4340.60000000,653.55700000
2020-10-24,1996.48000000,2598.28000000,1477.92000000,973.21000000,4099.56000000,673.31000000
2020-10-25,2051.98000000,2769.54000000,1411.94000000,1033.20000000,4278.54000000,678.32000000
2020-10-26,2437.75000000,3260.70000000,1712.18000000,1363.81000000,5169.43000000,781.64000000
2020-10-27,2412.87000000,3186.92000000,1675.71000000,1231.03000000,4915.76000000,768.43000000
2020-10-28,2346.44000000,3175.16000000,1599.62000000,1277.15000000,4841.40000000,739.99000000
2020-10-29,2166.15000000,2934.05000000,1428.30000000,1183.36000000,4534.70000000,690.83000000
2020-10-30,2232.21000000,3115.21000000,1493.72000000,1238.04000000,4447.28000000,730.52000000
2020-10-31,2098.32000000,2889.83000000,1351.79000000,1077.20000000,3908.69000000,704.22300000
2020-11-01,2239.17000000,3117.55000000,1420.04000000,1128.29000000,4012.46000000,743.52000000
2020-11-02,2592.26000000,3764.65000000,1838.98000000,1485.72000000,5399.04000000,872.33000000
2020-11-03,2511.96000000,3585.00000000,1681.87000000,1304.90000000,4574.50000000,792.12000000
2020-11-04,2356.03000000,3519.39000000,1545.26000000,1214.13000000,4349.22000000,770.88000000
2020-11-05,2092.40000000,3218.70000000,1429.62000000,1171.89000000,3989.67000000,741.88000000
2020-11-06,2059.00000000,3122.55000000,1380.46000000,1126.91000000,3972.58000000,748.81000000
2020-11-07,1948.89000000,2960.39000000,1292.41000000,1061.26000000,3498.99000000,714.91000000
2020-11-08,1948.61000000,2876.20000000,1273.67000000,988.95000000,3609.05000000,761.98000000
2020-11-09,2458.15000000,3506.42000000,1614.63000000,1313.76000000,4598.26000000,879.02000000
2020-11-10,2384.79000000,3423.93000000,1593.23000000,1259.59000000,4378.62000000,875.61000000
2020-11-11,2249.96000000,3330.02000000,1566.50000000,1209.46000000,4389.33000000,813.75000000
2020-11-12,2211.24000000,3278.93000000,1553.08000000,1115.72000000,4309.47000000,797.75000000
2020-11-13,2312.54000000,3394.42000000,1603.59000000,1208.98000000,4482.48000000,809.57000000
2020-11-14,2085.73000000,3104.40000000,1488.34000000,989.91000000,3753.92000000,723.74500000
2020-11-15,2102.00000000,3150.34000000,1456.42000000,1010.23000000,3787.37000000,739.57000000
2020-11-16,2579.84000000,3829.09000000,1731.54000000,1357.73000000,4834.22000000,856.55000000
2020-11-17,2381.24000000,3790.62000000,1629.35000000,1187.01000000,4522.44000000,867.66000000
2020-11-18,2252.53000000,3640.44000000,1569.08000000,1229.30000000,4221.84000000,809.50000000
2020-11-19,2090.32000000,3341.40000000,1416.84000000,1101.95000000,3813.80000000,762.12000000
2020-11-20,2040.46000000,3217.34000000,1423.25000000,1075.72000000,3682.24000000,750.36500000
2020-11-21,1850.77000000,2855.27000000,1220.66000000,840.99000000,3100.82000000,639.21500000
2020-11-22,1909.40000000,2860.20000000,1165.82000000,814.95000000,3146.39000000,615.11200000
2020-11-23,2391.82000000,3490.30000000,1438.57000000,1151.69000000,4004.20000000,772.45000000
2020-11-24,2265.34000000,3398.22000000,1374.36000000,930.33000000,3765.58000000,749.49200000
2020-11-25,2277.55000000,3315.54000000,1286.52000000,961.92000000,3518.73000000,725.73300000
2020-11-26,2116.28000000,3139.38000000,1206.81000000,815.85000000,3379.77000000,691.32200000
2020-11-27,2158.68000000,3131.49000000,1239.92000000,883.73000000,3363.72000000,738.21200000
2020-11-28,2193.63000000,2997.22000000,1165.57000000,774.02000000,3082.62000000,679.74500000
2020-11-29,2089.60000000,2974.08000000,1119.16000000,794.73000000,3038.50000000,723.14300000
2020-11-30,2722.60000000,3681.96000000,1564.24000000,1113.07000000,4253.48000000,880.27000000
2020-12-01,2811.91000000,3751.83000000,1584.73000000,1090.66000000,4196.33000000,923.84000000
2020-12-02,2872.17000000,3775.03000000,1561.88000000,1040.24000000,4081.37000000,888.56000000
2020-12-03,2879.96000000,3753.43000000,1600.09000000,1030.82000000,4230.13000000,904.08000000
2020-12-04,2960.57000000,3842.40000000,1614.10000000,1151.82000000,4316.28000000,952.67000000
2020-12-05,2861.61000000,3754.93000000,1568.30000000,975.41000000,3944.19000000,922.26000000
2020-12-06,2919.25000000,3775.64000000,1538.01000000,982.55000000,4014.30000000,981.09000000
2020-12-07,3571.98000000,4492.96000000,1898.07000000,1340.75000000,5319.31000000,1136.59000000
2020-12-08,3487.13000000,4529.89000000,1940.52000000,1372.04000000,5139.59000000,1154.88000000
2020-12-09,3524.78000000,4303.77000000,1927.21000000,1311.15000000,5011.57000000,1056.43000000
2020-12-10,3329.55000000,4201.31000000,1840.14000000,1205.75000000,5027.43000000,1036.04000000
2020-12-11,3355.51000000,4269.58000000,1757.70000000,1301.95000000,4800.43000000,1021.88000000
2020-12-12,3168.85000000,4071.93000000,1746.30000000,1144.19000000,4444.68000000,922.56700000
2020-12-13,3046.23000000,3757.94000000,1663.33000000,1184.38000000,4316.26000000,935.98000000
2020-12-14,3798.46000000,4485.38000000,2122.78000000,1551.37000000,5683.82000000,1091.83000000
2020-12-15,3749.82000000,4270.77000000,2028.43000000,1497.67000000,5301.88000000,1026.90000000
2020-12-16,3495.31000000,4063.39000000,1903.62000000,1424.43000000,5075.59000000,1004.71000000
2020-12-17,3148.45000000,3671.59000000,1686.23000000,1301.85000000,4747.03000000,964.65000000
2020-12-18,2987.26000000,3702.17000000,1650.43000000,1342.92000000,4556.25000000,948.18000000
2020-12-19,2750.03000000,3417.38000000,1456.75000000,1173.12000000,3871.03000000,840.93200000
2020-12-20,2564.12000000,3282.55000000,1495.47000000,1225.97000000,3623.15000000,808.13300000
2020-12-21,2849.45000000,3646.90000000,1641.91000000,1322.20000000,4500.43000000,883.32800000
2020-12-22,2498.43000000,3431.88000000,1513.50000000,1175.68000000,3903.34000000,836.95500000
2020-12-23,2240.24000000,3106.72000000,1356.86800000,1102.13000000,3538.42000000,748.95000000
2020-12-24,2015.36000000,2899.14000000,1184.61800000,1001.30000000,3013.59000000,676.89200000
2020-12-25,1847.24000000,2554.11000000,1083.19800000,834.29000000,2724.65000000,637.99700000
