candidate,seed,mse,rmse,mae,median_ae,max_ae,nrmse_range,nrmse_std,nmae_mean,mape,smape,r2,pearson_r,spearman_rho,bias,runtime_seconds,iterations,final_normalized_objective,objective_nonincreasing
C10_low_regularization,1101,0.6966765232810257,0.8346715062112913,0.4297535984430305,0.19266991365744413,4.3005978053828375,0.31409333447843646,1.3259432365989978,0.15980943973810308,0.1661070297884437,0.13895249542737903,-0.7581254666826258,0.6112650322106183,0.7287680801203096,0.15475003080067287,2.1396182940000017,8,0.46441312840711324,True
C10_low_regularization,1102,0.05965483076112338,0.24424338427298983,0.17416281669319084,0.1326876967895152,1.0431294030887002,0.0919106719466491,0.38800038224719247,0.06476469832896206,0.06915599513421387,0.06833570775878868,0.8494557033760326,0.9247016526849353,0.8124870800816791,-0.01913033182805167,1.7550556119999783,8,0.27650829875887634,True
C10_low_regularization,1103,0.2738275624417503,0.5232853546983236,0.3220331520812195,0.1703189484261054,2.5107041120899685,0.1969163206337142,0.8312811348059932,0.11975219706744877,0.11887697599077898,0.11047653184904031,0.30897167491566035,0.7769190501387289,0.7708438671205099,0.08445304638340456,1.829098975000079,8,0.29664287813957063,True
C10_low_regularization,1104,0.13715438658233273,0.37034360610429434,0.2638222535337006,0.19367941686864198,2.0973815103663096,0.13936315937280866,0.5883207897687182,0.09810572076746324,0.11082306093534411,0.10677530236040751,0.6538786483259118,0.8343791678499398,0.8025080297180791,-0.06731657019285305,1.7760954240000046,8,0.33762281545731326,True
C10_low_regularization,1105,0.20610603656471302,0.45398902692104026,0.2984883780561018,0.18015510073686403,2.7490290290222292,0.17083957727215535,0.7211983100615522,0.11099676800450144,0.1152721205110904,0.13018074390068538,0.4798729975643612,0.8348323353066206,0.7860156624934244,-0.20568529524227655,1.7390085029999227,8,0.328988919190696,True
C11_high_regularization,1101,0.6896557274698305,0.830455132725321,0.4264046860137726,0.19857710903974723,4.286021066397783,0.312506680569971,1.3192451860903918,0.15856410329184498,0.16466026791956315,0.13790780536660863,-0.7404078610226721,0.6107009170486164,0.7280950126241212,0.15061239398697013,1.877770733000034,8,0.4662908776987411,True
C11_high_regularization,1102,0.06010892074205318,0.24517120700044118,0.1731641527182963,0.13092135291850338,1.0654884721490356,0.09225981880514543,0.38947430373735,0.06439333219987617,0.06842790090074438,0.06756503512146798,0.8483097667283065,0.923987729936411,0.8055744641076723,-0.020464489682072727,1.7737144529999114,8,0.27808130852628016,True
C11_high_regularization,1103,0.26490600604670794,0.5146902039544836,0.31594378387819066,0.17184078189433372,2.513854176885457,0.19368189902307148,0.8176270422539725,0.117487786660158,0.1166437234296192,0.10857226833444289,0.3314860197750208,0.780961391374645,0.7757431358504553,0.08130194735608169,1.798758970000108,8,0.29815560901571897,True
C11_high_regularization,1104,0.13130218397656768,0.36235643222739633,0.2549494299304947,0.18643588818501766,2.09009632232482,0.13635752415298255,0.5756325176726869,0.09480624643133079,0.10752215147334722,0.10366964367051387,0.6686472045978039,0.8406481033115363,0.8068880382281772,-0.07043768413965566,1.7870498309998766,8,0.3401050171822092,True
C11_high_regularization,1105,0.20516185106423798,0.45294795624247824,0.2968863761406367,0.17959744028716584,2.7490290290222292,0.17044781433497116,0.7195444850360321,0.11040104285060541,0.11443689717005608,0.129235447117624,0.4822557340542315,0.8350313798702039,0.7859045556587045,-0.20698490299770012,2.0821709900001224,8,0.33071397923647977,True
C12_slow_dynamics,1101,0.7770266704223381,0.8814911629859588,0.433558015193346,0.17248903442070884,4.470699234403783,0.3317119329402948,1.4003200504452604,0.16122416136370635,0.16709415740090172,0.13515303258774716,-0.9608962436790163,0.607487280497999,0.7354144966856816,0.22475972326034344,1.8915922340001998,8,0.44433207634635286,True
C12_slow_dynamics,1102,0.060753509947543916,0.2464822710613157,0.16467793718914964,0.10772121163871629,1.2713984587008502,0.0927531823374219,0.3915570351009201,0.061237623081620826,0.06626933237386547,0.06349770823720248,0.8466830882629768,0.9261745043655294,0.7901881668507615,0.042470947253577834,1.7610290560000976,8,0.2599904376767581,True
C12_slow_dynamics,1103,0.2892018224369582,0.5377748808162744,0.31054426598614815,0.14647842705393432,2.694139736793631,0.20236884122358983,0.8542989196646487,0.11547990602271974,0.11557633367518752,0.104527085937853,0.27017335585981417,0.7853123260455999,0.7943168282797455,0.14740983660018717,1.7907196189999013,8,0.27867398165444934,True
C12_slow_dynamics,1104,0.11818236460677327,0.34377662021547256,0.21694578130901926,0.12791094193998498,2.173510413086227,0.1293657973893636,0.5461169826494333,0.08067409764606163,0.09470153227529209,0.0885194403601516,0.7017562412618785,0.8520055025028418,0.8232842937564742,-0.010899042566914246,1.764086905000113,8,0.32477834128725536,True
C12_slow_dynamics,1105,0.18753901880397242,0.4330577545824257,0.2663480041938449,0.14642923582613288,2.6824212320640726,0.16296297782580088,0.6879472900084345,0.0990449538521382,0.10269804735151497,0.11438358297659652,0.5267285261700511,0.8370779367934018,0.7888338916404173,-0.14913073783792669,1.7489808380000795,8,0.3139170332483562,True
