candidate,seed,mse,rmse,mae,median_ae,max_ae,nrmse_range,nrmse_std,nmae_mean,mape,smape,r2,pearson_r,spearman_rho,bias,runtime_seconds,iterations,final_normalized_objective,objective_nonincreasing
C07_sigma050,1101,1.257460829679887,1.1213656092817752,0.48442586418902134,0.14634864182911822,6.351286996732672,0.42197853978208755,1.781380021142706,0.1801400296150316,0.18783873867704798,0.14626544305578412,-2.1733147797263874,0.5175698381015994,0.7373574381848628,0.24278163126295874,1.9535903080000026,8,0.45233095455358646,True
C07_sigma050,1102,0.10827992681089388,0.3290591539691517,0.183316242967623,0.10265641213506349,2.328075404520259,0.12382750116865786,0.5227370964499358,0.06816851840144239,0.07324145763055578,0.06858022622584033,0.7267459279950905,0.8774017852599634,0.7915530100633801,0.04619156894331281,2.240147095000111,8,0.2661702491414069,True
C07_sigma050,1103,0.49726213325089424,0.7051681595555023,0.3521963007046661,0.12785058912092617,3.8924198539969335,0.26536022489635763,1.120216689882893,0.13096875441499392,0.12982684017195667,0.11303842272818397,-0.2548854322921852,0.6994219181351597,0.7652850979243229,0.16800926725453555,2.0031621809998796,8,0.28650000724825736,True
C07_sigma050,1104,0.18921368709925543,0.4349869964714525,0.2373208370804006,0.12249450430806275,3.495166741205429,0.16368896644938583,0.6910120468804284,0.08825082593700274,0.10579009635221191,0.09661686781396764,0.5225023510661206,0.7820795864853713,0.8050302119905552,-0.007685841791885724,1.7717321319998973,8,0.3353587231452619,True
C07_sigma050,1105,0.2768316190273821,0.5261479060372493,0.2990008454951238,0.13561030675953822,3.0957004101558927,0.19799352081182986,0.8358285292707864,0.11118733565678134,0.11424761053483386,0.13233451807224939,0.3013906696570341,0.7796126967766386,0.7763346583561229,-0.16024684656586916,1.7706757189998825,8,0.3174744064065344,True
C08_huber100,1101,0.7059021906756267,0.8401798561472577,0.428050713959787,0.19215008393093025,4.232282325687658,0.3161661691037792,1.3346936962565559,0.15917620009521982,0.16512568089923294,0.13664550667632994,-0.7814072628269875,0.605001746194311,0.7284049121502678,0.1589610681692173,1.982920527000033,8,0.36032569435756945,True
C08_huber100,1102,0.0576789670863781,0.24016445841626546,0.1672897183675341,0.12403795051991717,1.0296251856218839,0.09037574064266309,0.38152067842111825,0.06220884772836796,0.06592907705312168,0.06514973114792641,0.8544419719370897,0.9271880730694984,0.8181929444446546,-0.02283852502698994,1.7779263570000694,8,0.20903661489702668,True
C08_huber100,1103,0.27937491338939974,0.5285592808658266,0.3211663144024382,0.16982329694598008,2.530939916502796,0.19890093978438253,0.8396591933357076,0.11942985225336972,0.11822254866850238,0.10948750824743904,0.294972439046829,0.7754088977884277,0.7760330418587859,0.0871437292786078,1.8418899350001539,8,0.22743457849016327,True
C08_huber100,1104,0.1297851681950129,0.3602570862523219,0.2535796654400203,0.1844913661325256,2.1463313409671754,0.13556752404799743,0.5722975366936829,0.09429688177076966,0.107303706826495,0.10261044167734829,0.6724755294943427,0.8412187330977149,0.8066641108286391,-0.06772103142068557,1.8015614640000877,8,0.2530284283780852,True
C08_huber100,1105,0.19995607461115447,0.44716448272548937,0.2928180926739916,0.18260604007173575,2.7294066354462654,0.16827144858113782,0.7103569693045922,0.10888819897016837,0.11267414962099023,0.12691661733912166,0.4953929761603947,0.8368322658219638,0.7862217385377697,-0.20463403130037774,1.74733212000001,8,0.2536554658516233,True
C09_huber200,1101,0.700881907005394,0.8371869008802001,0.4368859060724022,0.2018095250212283,4.3550343760404395,0.31503989692031625,1.3299391445984887,0.1624616806743492,0.1688050093652603,0.1430983021452372,-0.7687381283353598,0.6131071479794653,0.7249107592902557,0.15145233950991385,2.0018471500000032,8,0.5613911857117873,True
C09_huber200,1102,0.06522106205000011,0.25538414604278026,0.18165191106515055,0.13929832433201383,1.1130942528456162,0.09610302664770626,0.4056983839272389,0.06754961503487143,0.07242878732945555,0.07134877096991281,0.8354088212788267,0.9179696925110777,0.8025044594470406,-0.014972889652518008,1.7894032540000353,8,0.33890093417011385,True
C09_huber200,1103,0.2859995400029318,0.5347892482117903,0.32922532718410136,0.17485529073616746,2.56229868774952,0.20124532461461078,0.8495560006486939,0.12242670049884295,0.12173029838574206,0.11304340422334404,0.2782546017617967,0.7699680500478318,0.7656468377859492,0.08769575329890135,1.8345088979999673,8,0.36171871122772997,True
C09_huber200,1104,0.1460029981156509,0.3821033866843513,0.2694609836196095,0.19270210363550522,2.1207164274331882,0.1437884556332393,0.6070021529253364,0.10020255555634738,0.11315217449256573,0.1097053702049479,0.6315483863440065,0.8259398981775129,0.7968518635279603,-0.06835435983787806,1.7731924260001506,8,0.419300976101054,True
C09_huber200,1105,0.21870672448260708,0.46766090758433837,0.3073801467870792,0.1857840730727054,2.7520524377801583,0.1759844115622569,0.7429171989444079,0.11430328733168435,0.11874503309967116,0.13455122144991363,0.44807403551259517,0.8280730715460459,0.7825839179711663,-0.20983958555812257,1.7552321250000205,8,0.3996570139063913,True
