candidate,seed,mse,rmse,mae,median_ae,max_ae,nrmse_range,nrmse_std,nmae_mean,mape,smape,r2,pearson_r,spearman_rho,bias,runtime_seconds,iterations,final_normalized_objective,objective_nonincreasing
C04_transition002,1101,0.6933361096256931,0.8326680668944217,0.42870091551519846,0.19583656212738076,4.302737137064449,0.3133394247896811,1.3227606111081653,0.15941798596196674,0.1656712593526694,0.13867788739385076,-0.7496956342992465,0.6114819263275068,0.7289427377795156,0.15240304855193385,1.9972395100000995,8,0.466315970814245,True
C04_transition002,1102,0.05978775471350094,0.24451534658074314,0.17340373521430463,0.1303250086752874,1.0615656707796206,0.09201301346359202,0.388432416382648,0.06448242405296795,0.06875120558575464,0.06793057097626762,0.8491202579031372,0.9245930660627814,0.8107146547272994,-0.020391034634206974,1.8030387720000363,8,0.2783449388724302,True
C04_transition002,1103,0.27023027787092935,0.51983678002901,0.31961292450222234,0.1689997206599576,2.519620348012847,0.1956185953501481,0.8258027948547004,0.11885220410673941,0.11802564180697506,0.10980859983128786,0.3180497440101655,0.7789861557827987,0.7730874254411373,0.08253839748029553,1.8671590069998274,8,0.2983549822528914,True
C04_transition002,1104,0.13405911764561923,0.36614084400080144,0.2603049512658641,0.19050691495442895,2.0719099372149774,0.1377816275326987,0.5816443620427304,0.09679776637953269,0.10950399638174273,0.10570782813893599,0.6616898361039052,0.8382169737375256,0.8060978658419246,-0.06964822317595491,1.7870151360000364,8,0.3396719029748961,True
C04_transition002,1105,0.2058723444282055,0.45373157750833865,0.29802353357049677,0.18147421233432892,2.7481400866967984,0.17074269706971257,0.7207893308343979,0.11082390956403923,0.11503285991983468,0.1299524612272506,0.480462740555301,0.8353896280841874,0.7869082302530629,-0.207114932743328,1.7890639650001958,8,0.3307886530297682,True
C05_transition008,1101,0.6903963001843965,0.8309008967286029,0.4281072636453628,0.20163596744534273,4.3164166264608035,0.31267442500732073,1.319953318284761,0.15919722882796802,0.1655669224767507,0.1386140491055452,-0.7422767624509514,0.6132275055883759,0.7309438032912043,0.14988533591098804,2.0710067820000404,8,0.47903520821308004,True
C05_transition008,1102,0.05956764621932915,0.24406484019483254,0.17302401551974225,0.12981052632710366,1.0834872584592143,0.0918434844310307,0.3877167505296776,0.06434122036819279,0.06864679823469996,0.06789923353573274,0.8496757213587078,0.9252047566792491,0.8113968621173463,-0.022312109539727194,2.869563459999881,8,0.2914171755043684,True
C05_transition008,1103,0.2663460546330851,0.516087254864025,0.3189053152357875,0.1714388170982588,2.5069809874372644,0.19420762007063158,0.8198463706854643,0.1185890704393725,0.11770474302683569,0.10977386070449288,0.32785192847387223,0.7818385941343267,0.7746909055699726,0.07874002986529934,2.3436005979999663,8,0.311530233015959,True
C05_transition008,1104,0.13105790296007705,0.3620192024742293,0.2598905644910008,0.191226601187809,1.9992659472195975,0.13623062199222907,0.5750968009181742,0.09664367129210187,0.10909112031440173,0.10592504262245958,0.669263669573682,0.8431123049069664,0.81311873243382,-0.07301256283476203,2.150157044000025,8,0.352376378828709,True
C05_transition008,1105,0.20566263836684226,0.45350042818815756,0.29838098907310984,0.1822469906299542,2.7451431719325488,0.17065571379521738,0.7204221314326479,0.11095683402077643,0.11522819819403497,0.13025424717032333,0.48099195254204063,0.8370537449573648,0.7887033625312478,-0.20935885826571293,2.086315187000082,8,0.34366844765212445,True
C06_sigma025,1101,0.5470871153806836,0.7396533751566903,0.43735219163436095,0.23052661972913002,3.390773581680858,0.2783372778780165,1.17499924571328,0.16263507499771163,0.16826461172858379,0.1480528077954094,-0.3806232274267771,0.6398941517414232,0.7089032348726365,0.09602761462961636,2.795119459000034,8,0.5153980150280325,True
C06_sigma025,1102,0.06979560239686432,0.26418857355469466,0.2021569461966752,0.17047924853814234,1.0126900530999654,0.09941620072255102,0.41968492956186826,0.07517467783376612,0.07955022495693914,0.08036315544600328,0.8238645598986497,0.9160285035325239,0.8133400892382104,-0.06796261964911164,2.023577963999969,8,0.305080451281491,True
C06_sigma025,1103,0.24867976517992577,0.49867801754230734,0.35146385314818934,0.24118930999580035,1.879160164106262,0.18765638960401912,0.7921903882908349,0.13069638430788563,0.12910531241519999,0.12391660487566762,0.3724343886996164,0.7790083331606323,0.7470522949737938,0.032807813570579915,2.169302547999905,8,0.33103788475004814,True
C06_sigma025,1104,0.15886492616296358,0.3985786323461954,0.3170386581684195,0.26008467536516444,1.7178539439888036,0.14998821782443847,0.6331744139814114,0.11789492984066662,0.12911788690468592,0.127248159502608,0.5990901614792964,0.8173898450838248,0.7775651165668501,-0.1167884257157453,2.042239051000024,8,0.36254014044347627,True
C06_sigma025,1105,0.22476509714007334,0.4740939750092521,0.3454646027951576,0.26146176567310264,2.567051686369549,0.17840522452086324,0.7531366471694565,0.12846548538990085,0.13318623766257304,0.14974801030057885,0.4327851906903497,0.8346186235934663,0.7710318061879794,-0.2588730208809001,1.990147418999868,8,0.36337273337547504,True
