candidate,seed,mse,rmse,mae,median_ae,max_ae,nrmse_range,nrmse_std,nmae_mean,mape,smape,r2,pearson_r,spearman_rho,bias,runtime_seconds,iterations,final_normalized_objective,objective_nonincreasing
C01_default,1101,0.6933006328131464,0.8326467635276956,0.4286207764245137,0.19577284441050646,4.2934315461934744,0.31333140816824273,1.3227267689860644,0.1593881852035092,0.16558189313306096,0.13863900561149606,-0.7496061053923133,0.6111924183290828,0.7284758891385142,0.15305663128255295,1.9794817030001468,8,0.4652732067286595,True
C01_default,1102,0.05991332213346139,0.2447719798781335,0.17356335489777044,0.1302241829132531,1.0519888989417487,0.09210958655553979,0.38884009914458323,0.06454178069891171,0.06880156622406478,0.06795074340833877,0.8488033772972308,0.9243190726610008,0.8102306687853129,-0.019640804572459727,1.7730575880000288,8,0.27720889996389964,True
C01_default,1103,0.2702100076707224,0.5198172829665463,0.3194751486139414,0.16821338277936504,2.514728136269507,0.195611258454955,0.8257718221931025,0.11880097035885372,0.11796314002983176,0.1096964366595139,0.3181008976718833,0.77859904679958,0.772812371760327,0.08337041247708556,1.820654409999861,8,0.29724409229940063,True
C01_default,1104,0.1347235361508812,0.36704704896086715,0.26028825383653675,0.1887724065964762,2.0926922514097566,0.13812263945836026,0.5830839419598954,0.09679155722425035,0.10953039091440517,0.10556991827727691,0.6600131166285095,0.8370006381781465,0.8044014158552452,-0.06860212149103609,1.7466302859997995,8,0.33863138275010346,True
C01_default,1105,0.2055687935432436,0.4533969491993121,0.2976633815411081,0.1817137413838137,2.7490290290222292,0.17061677385248175,0.7202577466844341,0.11068998236890773,0.11487496541881435,0.1297384676750075,0.4812287783410617,0.8350477922438976,0.7861516184145726,-0.206217099447033,1.738003818000152,8,0.32969714181802556,True
C02_temp075,1101,0.7184821293075492,0.8476332516528297,0.435526266662984,0.19638370418926154,4.355593916078355,0.31897093939977045,1.3465340182116807,0.16195608115627147,0.1681211586344372,0.1406049738343669,-0.8131538622012944,0.6058653746939622,0.7266033533842134,0.15720193771853558,2.0188071069999296,8,0.4641749439743844,True
C02_temp075,1102,0.062265048229010106,0.24952965400731453,0.1755810909039547,0.13096505197314734,1.0980627134710614,0.09389993607684953,0.3963980495317535,0.06529210195708368,0.06955677304885577,0.06859713771259589,0.8428685863274215,0.9215450392568727,0.8078130240488458,-0.01841440765789514,1.7433776200000466,8,0.27783574721729803,True
C02_temp075,1103,0.29011887059787045,0.5386268379851402,0.3269436636635114,0.16825883778596995,2.607326297095438,0.20268943928643315,0.8556523225752827,0.12157823437728542,0.12067851518734193,0.11172334951946633,0.2678591028715246,0.7683785787979235,0.7680549141960331,0.08829217309814757,1.8111703410002065,8,0.29814048702514373,True
C02_temp075,1104,0.14234477786976216,0.37728606901098555,0.26314449069634865,0.18923654320750516,2.254783254759623,0.1419756617855884,0.599349453941347,0.09785368588118205,0.11133724614440077,0.1067206976015907,0.6407802320602092,0.8280457667539813,0.7967607502110565,-0.06717429431643782,1.7743503080000664,8,0.34019220378349063,True
C02_temp075,1105,0.21385672431726158,0.46244645562190395,0.30206944067258007,0.18274538253127726,2.757698421276591,0.17402217301431244,0.7346336200026223,0.11232843250360004,0.11650247830492219,0.13177941681019512,0.46031344436184285,0.8291188885427181,0.783560601316473,-0.2077664044654721,1.9308834920000209,8,0.3287714557440052,True
C03_temp125,1101,0.673511365689923,0.8206773822214933,0.42349945542512796,0.19547987775842635,4.228081738678766,0.30882723753568586,1.3037124381132241,0.15748375568250939,0.163649886316859,0.1372500098073292,-0.699666121291127,0.6159258900287193,0.7302901580694658,0.1499523700810593,2.2742463419999694,8,0.4658977178580011,True
C03_temp125,1102,0.058420601780660046,0.24170354110078746,0.17226245787859168,0.13042615648581646,1.0194054790662839,0.09095490934414882,0.3839656358216312,0.064058025299201,0.0683174450036554,0.06753611865005785,0.8525703905080906,0.9261011327457074,0.8115169660350833,-0.020434013021061737,2.0652643670000543,8,0.27674040333557015,True
C03_temp125,1103,0.2560220288303088,0.5059861943080155,0.3146271920802236,0.16949338963163552,2.440540900589785,0.19040651296658426,0.8038000185253042,0.11699819495374954,0.11613579783256188,0.10838206985799297,0.35390553021872084,0.7857687779203837,0.7753092765138502,0.07921103996955431,2.1579056260000016,8,0.29673478123062436,True
C03_temp125,1104,0.13023308530813948,0.36087821395609276,0.2585670558027122,0.18868823366746756,1.9802095222072869,0.13580125920028494,0.5732842483182568,0.09615150745047217,0.10842652311942497,0.1048686362943721,0.6713451706301714,0.8423563420998619,0.8098583609214127,-0.06945966110041349,1.896654167999941,8,0.3374925029505864,True
C03_temp125,1105,0.20065737619813315,0.4479479614845157,0.29494990941416255,0.18096701683502325,2.742649664277107,0.1685662776894569,0.7116015887193192,0.10968094262631296,0.1138701851217584,0.12847379453270186,0.493623178932141,0.8385828442260485,0.787657701549476,-0.20522519695050717,1.7312710410001273,8,0.3305043372883411,True
